1.4213561e-05,4.0380871e-05,1.2667151e-05,1.7005262e-05
1.4211775e-05,4.0379859e-05,1.2665711e-05,1.7009813e-05
1.4209990e-05,4.0378847e-05,1.2664268e-05,1.7014360e-05
1.4208209e-05,4.0377835e-05,1.2662821e-05,1.7018902e-05
1.4206430e-05,4.0376823e-05,1.2661370e-05,1.7023439e-05
1.4204654e-05,4.0375811e-05,1.2659915e-05,1.7027971e-05
1.4202881e-05,4.0374799e-05,1.2658456e-05,1.7032499e-05
1.4201110e-05,4.0373786e-05,1.2656994e-05,1.7037021e-05
1.4199343e-05,4.0372774e-05,1.2655527e-05,1.7041539e-05
1.4197578e-05,4.0371761e-05,1.2654056e-05,1.7046051e-05
1.4195815e-05,4.0370748e-05,1.2652582e-05,1.7050559e-05
1.4194056e-05,4.0369736e-05,1.2651103e-05,1.7055062e-05
1.4192300e-05,4.0368723e-05,1.2649620e-05,1.7059561e-05
1.4190546e-05,4.0367710e-05,1.2648133e-05,1.7064054e-05
1.4188795e-05,4.0366697e-05,1.2646642e-05,1.7068543e-05
1.4187047e-05,4.0365684e-05,1.2645147e-05,1.7073027e-05
1.4185303e-05,4.0364671e-05,1.2643647e-05,1.7077506e-05
1.4183561e-05,4.0363658e-05,1.2642144e-05,1.7081981e-05
1.4181822e-05,4.0362645e-05,1.2640636e-05,1.7086451e-05
1.4180086e-05,4.0361632e-05,1.2639124e-05,1.7090916e-05
1.4178353e-05,4.0360618e-05,1.2637607e-05,1.7095376e-05
1.4176623e-05,4.0359605e-05,1.2636087e-05,1.7099832e-05
1.4174896e-05,4.0358592e-05,1.2634562e-05,1.7104283e-05
1.4173172e-05,4.0357579e-05,1.2633032e-05,1.7108729e-05
1.4171451e-05,4.0356566e-05,1.2631498e-05,1.7113171e-05
1.4169734e-05,4.0355553e-05,1.2629960e-05,1.7117607e-05
1.4168019e-05,4.0354540e-05,1.2628417e-05,1.7122040e-05
1.4166307e-05,4.0353528e-05,1.2626870e-05,1.7126467e-05
1.4164599e-05,4.0352515e-05,1.2625318e-05,1.7130890e-05
1.4162893e-05,4.0351502e-05,1.2623762e-05,1.7135308e-05
1.4161191e-05,4.0350490e-05,1.2622201e-05,1.7139722e-05
1.4159492e-05,4.0349477e-05,1.2620635e-05,1.7144131e-05
1.4157796e-05,4.0348465e-05,1.2619065e-05,1.7148535e-05
1.4156103e-05,4.0347453e-05,1.2617490e-05,1.7152935e-05
1.4154414e-05,4.0346441e-05,1.2615910e-05,1.7157330e-05
1.4152727e-05,4.0345429e-05,1.2614325e-05,1.7161720e-05
1.4151044e-05,4.0344417e-05,1.2612736e-05,1.7166106e-05
1.4149364e-05,4.0343406e-05,1.2611142e-05,1.7170487e-05
1.4147687e-05,4.0342394e-05,1.2609543e-05,1.7174864e-05
1.4146014e-05,4.0341383e-05,1.2607939e-05,1.7179236e-05
1.4144344e-05,4.0340372e-05,1.2606331e-05,1.7183603e-05
1.4142676e-05,4.0339361e-05,1.2604717e-05,1.7187966e-05
1.4141013e-05,4.0338351e-05,1.2603099e-05,1.7192324e-05
