3.5898344e-05,1.7808783e-05,1.3304890e-04,4.7050124e-05
3.5855910e-05,1.7827527e-05,1.3318619e-04,4.7060338e-05
3.5813494e-05,1.7846262e-05,1.3332306e-04,4.7070529e-05
3.5771097e-05,1.7864988e-05,1.3345953e-04,4.7080696e-05
3.5728718e-05,1.7883705e-05,1.3359557e-04,4.7090841e-05
3.5686360e-05,1.7902413e-05,1.3373121e-04,4.7100962e-05
3.5644020e-05,1.7921111e-05,1.3386642e-04,4.7111060e-05
3.5601700e-05,1.7939799e-05,1.3400122e-04,4.7121134e-05
3.5559401e-05,1.7958478e-05,1.3413560e-04,4.7131185e-05
3.5517121e-05,1.7977147e-05,1.3426955e-04,4.7141212e-05
3.5474862e-05,1.7995807e-05,1.3440309e-04,4.7151216e-05
3.5432624e-05,1.8014456e-05,1.3453620e-04,4.7161197e-05
3.5390407e-05,1.8033095e-05,1.3466889e-04,4.7171153e-05
3.5348211e-05,1.8051725e-05,1.3480115e-04,4.7181087e-05
3.5306036e-05,1.8070344e-05,1.3493299e-04,4.7190996e-05
3.5263883e-05,1.8088953e-05,1.3506440e-04,4.7200882e-05
3.5221752e-05,1.8107551e-05,1.3519538e-04,4.7210744e-05
3.5179643e-05,1.8126139e-05,1.3532592e-04,4.7220582e-05
3.5137556e-05,1.8144716e-05,1.3545604e-04,4.7230397e-05
3.5095492e-05,1.8163283e-05,1.3558573e-04,4.7240187e-05
3.5053451e-05,1.8181838e-05,1.3571498e-04,4.7249954e-05
3.5011432e-05,1.8200383e-05,1.3584379e-04,4.7259697e-05
3.4969437e-05,1.8218917e-05,1.3597217e-04,4.7269416e-05
3.4927465e-05,1.8237439e-05,1.3610012e-04,4.7279110e-05
3.4885517e-05,1.8255951e-05,1.3622762e-04,4.7288781e-05
3.4843593e-05,1.8274451e-05,1.3635469e-04,4.7298428e-05
3.4801693e-05,1.8292940e-05,1.3648131e-04,4.7308051e-05
3.4759816e-05,1.8311417e-05,1.3660750e-04,4.7317649e-05
3.4717965e-05,1.8329882e-05,1.3673324e-04,4.7327223e-05
3.4676138e-05,1.8348336e-05,1.3685854e-04,4.7336774e-05
3.4634336e-05,1.8366777e-05,1.3698340e-04,4.7346300e-05
3.4592558e-05,1.8385207e-05,1.3710781e-04,4.7355802e-05
3.4550806e-05,1.8403625e-05,1.3723177e-04,4.7365280e-05
3.4509080e-05,1.8422031e-05,1.3735529e-04,4.7374734e-05
3.4467379e-05,1.8440424e-05,1.3747836e-04,4.7384164e-05
3.4425704e-05,1.8458805e-05,1.3760098e-04,4.7393569e-05
3.4384055e-05,1.8477173e-05,1.3772315e-04,4.7402951e-05
3.4342432e-05,1.8495529e-05,1.3784487e-04,4.7412308e-05
3.4300835e-05,1.8513872e-05,1.3796614e-04,4.7421642e-05
3.4259265e-05,1.8532203e-05,1.3808696e-04,4.7430951e-05
3.4217722e-05,1.8550521e-05,1.3820732e-04,4.7440236e-05
3.4176206e-05,1.8568825e-05,1.3832723e-04,4.7449497e-05
3.4134717e-05,1.8587117e-05,1.3844669e-04,4.7458734e-05
3.4093255e-05,1.8605395e-05,1.3856569e-04,4.7467947e-05
3.4051820e-05,1.8623661e-05,1.3868423e-04,4.7477136e-05
3.4010414e-05,1.8641913e-05,1.3880232e-04,4.7486301e-05
3.3969035e-05,1.8660151e-05,1.3891994e-04,4.7495441e-05
3.3927684e-05,1.8678376e-05,1.3903711e-04,4.7504558e-05
3.3886362e-05,1.8696587e-05,1.3915382e-04,4.7513651e-05
3.3845067e-05,1.8714785e-05,1.3927007e-04,4.7522719e-05
3.3803802e-05,1.8732969e-05,1.3938586e-04,4.7531764e-05
3.3762565e-05,1.8751138e-05,1.3950118e-04,4.7540785e-05
3.3721357e-05,1.8769294e-05,1.3961604e-04,4.7549781e-05
3.3680179e-05,1.8787435e-05,1.3973044e-04,4.7558754e-05
3.3639029e-05,1.8805563e-05,1.3984438e-04,4.7567703e-05
