1.4998017e-04,9.2102771e-06,1.8161794e-05,3.9742762e-05,0.0000000e+00
1.4992407e-04,9.2079219e-06,1.8165268e-05,3.9741542e-05,0.0000000e+00
1.4986804e-04,9.2055675e-06,1.8168750e-05,3.9740319e-05,0.0000000e+00
1.4981206e-04,9.2032141e-06,1.8172238e-05,3.9739092e-05,0.0000000e+00
1.4975615e-04,9.2008616e-06,1.8175733e-05,3.9737863e-05,0.0000000e+00
1.4970031e-04,9.1985100e-06,1.8179235e-05,3.9736630e-05,0.0000000e+00
1.4964453e-04,9.1961593e-06,1.8182743e-05,3.9735395e-05,0.0000000e+00
1.4958881e-04,9.1938095e-06,1.8186258e-05,3.9734156e-05,0.0000000e+00
1.4953316e-04,9.1914607e-06,1.8189780e-05,3.9732914e-05,0.0000000e+00
1.4947758e-04,9.1891128e-06,1.8193308e-05,3.9731668e-05,0.0000000e+00
1.4942206e-04,9.1867657e-06,1.8196843e-05,3.9730420e-05,0.0000000e+00
1.4936660e-04,9.1844196e-06,1.8200385e-05,3.9729167e-05,0.0000000e+00
1.4931121e-04,9.1820744e-06,1.8203933e-05,3.9727912e-05,0.0000000e+00
1.4925589e-04,9.1797301e-06,1.8207487e-05,3.9726653e-05,0.0000000e+00
1.4920063e-04,9.1773866e-06,1.8211048e-05,3.9725390e-05,0.0000000e+00
1.4914544e-04,9.1750441e-06,1.8214615e-05,3.9724124e-05,0.0000000e+00
1.4909032e-04,9.1727024e-06,1.8218189e-05,3.9722855e-05,0.0000000e+00
1.4903526e-04,9.1703616e-06,1.8221769e-05,3.9721581e-05,0.0000000e+00
1.4898027e-04,9.1680217e-06,1.8225355e-05,3.9720304e-05,0.0000000e+00
1.4892535e-04,9.1656827e-06,1.8228948e-05,3.9719023e-05,0.0000000e+00
1.4887049e-04,9.1633445e-06,1.8232546e-05,3.9717739e-05,0.0000000e+00
1.4881571e-04,9.1610072e-06,1.8236151e-05,3.9716451e-05,0.0000000e+00
1.4876099e-04,9.1586708e-06,1.8239762e-05,3.9715159e-05,0.0000000e+00
1.4870634e-04,9.1563352e-06,1.8243379e-05,3.9713863e-05,0.0000000e+00
1.4865176e-04,9.1540004e-06,1.8247002e-05,3.9712563e-05,0.0000000e+00
1.4859724e-04,9.1516665e-06,1.8250631e-05,3.9711260e-05,0.0000000e+00
1.4854280e-04,9.1493334e-06,1.8254266e-05,3.9709952e-05,0.0000000e+00
1.4848843e-04,9.1470011e-06,1.8257907e-05,3.9708641e-05,0.0000000e+00
1.4843412e-04,9.1446696e-06,1.8261554e-05,3.9707326e-05,0.0000000e+00
1.4837988e-04,9.1423389e-06,1.8265206e-05,3.9706007e-05,0.0000000e+00
1.4832572e-04,9.1400091e-06,1.8268865e-05,3.9704685e-05,0.0000000e+00
1.4827162e-04,9.1376799e-06,1.8272529e-05,3.9703358e-05,0.0000000e+00
1.4821760e-04,9.1353516e-06,1.8276199e-05,3.9702028e-05,0.0000000e+00
1.4816364e-04,9.1330240e-06,1.8279874e-05,3.9700694e-05,0.0000000e+00
1.4810975e-04,9.1306972e-06,1.8283555e-05,3.9699356e-05,0.0000000e+00
1.4805594e-04,9.1283711e-06,1.8287242e-05,3.9698014e-05,0.0000000e+00
1.4800219e-04,9.1260457e-06,1.8290934e-05,3.9696668e-05,0.0000000e+00
1.4794851e-04,9.1237211e-06,1.8294632e-05,3.9695318e-05,0.0000000e+00
1.4789491e-04,9.1213971e-06,1.8298335e-05,3.9693965e-05,0.0000000e+00
1.4784137e-04,9.1190738e-06,1.8302044e-05,3.9692607e-05,0.0000000e+00
1.4778791e-04,9.1167512e-06,1.8305758e-05,3.9691246e-05,0.0000000e+00
1.4773451e-04,9.1144293e-06,1.8309477e-05,3.9689881e-05,0.0000000e+00
1.4768119e-04,9.1121080e-06,1.8313202e-05,3.9688512e-05,0.0000000e+00
1.4762794e-04,9.1097873e-06,1.8316931e-05,3.9687139e-05,0.0000000e+00
1.4757475e-04,9.1074673e-06,1.8320667e-05,3.9685763e-05,0.0000000e+00
